effect_id,doi_o,ref_o,description,discipline,disc_cat,n_o,r_o,n_r,r_r,gap,gap_band,tags,in_A0,thin_metadata,sim_round1_uncalibrated,sim_round1,sim_round2,audit_tier,simulable_final,sim_needs_review,narr_round1,narr_round1_reason,narr_round2,narr_round2_reason,narrative_disagreement,exclusion_reason,sim_round1_provenance,narrative_final,sim_admission,narrative_manual_adjudication_needed,narr_opus,opus_reason,agree3,narr_gpt,gpt_reason,narr_consensus,narr_votes,narr_nrounds
1300,10.1207/s15327795jra0303_2,"Clancy, S. M., & Dollinger, S. J. (1993). Identity, Self, and Personality: I. Identity Status and the Five-Factor Model of Personality. Journal of Research on Adolescence, 3(3), 227–245. https://doi.org/10.1207/s15327795jra0303_2",Identity achievement is positively correlated with conscientiousness.,Differential Psychology,personality,198.0,0.3,1550.0,0.25,0.0499999999999999,low,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,A niche personality-trait correlation with a small effect gap; neither the original nor replication has broad recognition outside specialist literature.,obscure,A niche identity-status/personality correlation lacks broad recognition; neither the finding nor its replication status is widely known.,False,,calibrated full-pool rerun,obscure,confirmed,False,original_dominates,"Identity-status/Big Five reviews, meta-analyses, and adolescent-development textbooks still cite the achievement–conscientiousness link affirmatively; the effect replicated, so no failure narrative exists in public discourse.",majority,obscure,This specific identity-achievement–conscientiousness correlation is rarely discussed in broad contemporary psychology textbooks or popular science and has no prominent replication-failure narrative.,obscure,3,4
1285,10.1111/1467-6494.t01-1-00094,"MacDonald, D. A. (2000). Spirituality: Description, Measurement, and Relation to the Five Factor Model of Personality. Journal of Personality, 68(1), 153–197. Portico. https://doi.org/10.1111/1467-6494.t01-1-00094",Religious beliefs and behavior are positively correlated with conscientiousness.,Differential Psychology,personality,595.0,0.21,1550.0,0.15,0.06,mid,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,This niche personality-religiosity correlation attracts little attention; neither the original finding nor its replication is widely discussed outside specialist journals.,obscure,"A niche personality-religiosity correlation too specific and low-profile to have formed any widely shared narrative, positive or negative.",False,,calibrated full-pool rerun,obscure,confirmed,False,original_dominates,"Religiosity–conscientiousness links are routinely affirmed in personality-religion reviews, meta-analyses, and psychology-of-religion textbooks; the replication merely shrank, not overturned, the effect.",majority,original_dominates,"Broad personality and religion literature generally continues to report a small positive association between religiosity/spirituality and conscientiousness, rather than treating the result as a notable replication failure.",uncertain,2,4
1174,10.1016/j.paid.2010.07.033,"Breen, W. E., Kashdan, T. B., Lenser, M. L., & Fincham, F. D. (2010). Gratitude and forgiveness: Convergence and divergence on self-report and informant ratings. Personality and Individual Differences, 49(8), 932–937. https://doi.org/10.1016/j.paid.2010.07.033",Foregiveness is positively correlated with agreeableness.,Differential Psychology,personality,140.0,0.58,1550.0,0.57,0.01,low,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,"A trivial, near-identical replication of a routine trait correlation draws no attention outside specialist personality-psychology circles.",obscure,"A minor, unsurprising trait correlation too narrow and non-newsworthy to have formed any widely shared default association.",False,,calibrated full-pool rerun,obscure,confirmed,False,original_dominates,"Forgiveness–agreeableness links are treated as settled in personality textbooks, trait meta-analyses, and forgiveness-intervention literature; the replication closely matched, so no failure narrative exists.",majority,original_dominates,"The positive association between forgiveness and agreeableness remains a routinely reported, theoretically consistent finding in personality and forgiveness research, with no prominent replication-failure narrative.",uncertain,2,4
1207,wiebe_2004,"Wiebe, R. P. (2004). Delinquent behavior and the Five-Factor Model: Hiding in the adaptive landscape. Individual Differences Research, 2, 38-62.",Criminial behavior is negatively correlated with conscientiousness.,Differential Psychology,personality,197.0,-0.3,1550.0,-0.19,0.1099999999999999,mid,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,"This specific finding circulates only within personality-psychology specialist literature, unknown to broader science or public discourse.",original_dominates,The Big Five–crime link is textbook personality psychology; its replication attenuation isn't part of the field's common lore.,True,,calibrated full-pool rerun,DISAGREE,confirmed,True,original_dominates,"Low conscientiousness–antisocial behavior links are standard in criminology/personality textbooks, meta-analyses, and HEXACO/FFM applied work; the replication merely shrank, not overturned, the effect.",majority,original_dominates,"Low conscientiousness is still broadly presented as a reliable correlate of delinquency, antisocial behavior, and criminality, with later reviews generally supporting rather than overturning the association.",original_dominates,3,4
1184,10.1037/0022-3514.84.2.411,"Paunonen, S. V. (2003). Big Five factors of personality and replicated predictions of behavior. Journal of Personality and Social Psychology, 84(2), 411–424. https://doi.org/10.1037/0022-3514.84.2.411",Attractiveness is positively correlated with extraversion.,Differential Psychology,personality,418.0,0.24,1550.0,0.33,-0.09,low,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,A minor personality-attractiveness correlate; niche finding with no notable public or textbook presence either way.,obscure,"A narrow personality-attractiveness correlation lacks the notoriety needed for either a ""classic finding"" or ""failed replication"" reputation to form.",False,,calibrated full-pool rerun,obscure,confirmed,False,obscure,"This specific Paunonen attractiveness–extraversion link is a minor item in a methods-focused paper, absent from textbooks and popular media; only niche personality-psychology citations mention it.",unanimous,original_dominates,"Broad personality and attractiveness literature still generally presents a small positive association between physical attractiveness and extraversion, with no widely known replication-failure narrative displacing it.",obscure,3,4
1173,10.1037/0022-3514.84.4.871,"Thrash, T. M., & Elliot, A. J. (2003). Inspiration as a psychological construct. Journal of Personality and Social Psychology, 84(4), 871–889. https://doi.org/10.1037/0022-3514.84.4.871",Inspiration is positively correlated with open-mindedness.,Differential Psychology,personality,152.0,0.43,1514.0,0.35,0.08,mid,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,"A niche Big Five personality correlate with minor effect-size shrinkage, unlikely to be discussed outside specialist replication/metascience circles.",obscure,A narrow personality-trait correlation like this lacks the fame needed for either the finding or its replication status to be widely known.,False,,calibrated full-pool rerun,obscure,confirmed,False,original_dominates,"Thrash & Elliot's inspiration construct is cited affirmatively in personality/positive-psychology reviews, creativity research, and popular writing; the replication essentially confirmed it, so no failure narrative exists.",majority,original_dominates,"The positive association between inspiration and open-mindedness remains generally treated as a valid correlational result in the inspiration literature, with no prominent replication-failure narrative.",uncertain,2,4
1175,10.1111/1467-9280.00431,"Fredrickson, B. L., & Joiner, T. (2002). Positive Emotions Trigger Upward Spirals Toward Emotional Well-Being. Psychological Science, 13(2), 172–175. https://doi.org/10.1111/1467-9280.00431",Resilience is positively correlated with extraversion.,Differential Psychology,personality,138.0,0.19,1505.0,0.18,0.01,low,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",False,False,NOT_SIMULABLE,SIMULABLE,,B_calibrated_only,True,False,obscure,A minor trait-correlation finding with a near-identical replication attracts no notable citation or public discussion outside specialist literature.,obscure,"A minor personality-trait correlation, essentially replicating; too niche and unremarkable to have any default public association.",False,,calibrated full-pool rerun,obscure,confirmed,False,original_dominates,"Resilience–extraversion positive correlation is routinely affirmed in personality textbooks, resilience reviews, and applied/organizational literature; the replication reproduced it, so no failure narrative exists.",majority,original_dominates,"The positive association between resilience and extraversion remains broadly accepted and commonly reported in personality and resilience research, without a prominent replication-failure narrative.",uncertain,2,4
1289,10.1037/0022-3514.63.6.989,"Aspinwall, L. G., & Taylor, S. E. (1992). Modeling cognitive adaptation: A longitudinal investigation of the impact of individual differences and coping on college adjustment and performance. Journal of Personality and Social Psychology, 63(6), 989–1003. https://doi.org/10.1037/0022-3514.63.6.989",Coping is positively correlated with extraversion.,Differential Psychology,personality,672.0,0.19,1505.0,0.19,0.0,low,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,A minor trait-correlate finding with no gap between original and replication draws no attention outside specialist personality-psychology literature.,obscure,"A minor personality-correlate finding with no notable gap here is too niche to carry either a ""classic"" or ""failed"" reputation.",False,,calibrated full-pool rerun,obscure,confirmed,False,obscure,"This specific extraversion–coping correlation from Aspinwall & Taylor (1992) is cited mainly in niche coping/personality reviews and meta-analyses, with no textbook or popular presence.",unanimous,original_dominates,"The association of extraversion with more active/adaptive coping is broadly treated as an established personality-and-coping pattern, with no prominent replication-failure narrative.",obscure,3,4
1200,10.1016/j.paid.2004.08.012,"Carlo, G., Okun, M. A., Knight, G. P., & de Guzman, M. R. T. (2005). The interplay of traits and motives on volunteering: agreeableness, extraversion and prosocial value motivation. Personality and Individual Differences, 38(6), 1293–1305. https://doi.org/10.1016/j.paid.2004.08.012",Volunteerism is positively correlated with extraversion.,Differential Psychology,personality,796.0,0.14,1504.0,0.2,-0.06,low,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,A minor Big Five trait-outcome correlation like this attracts little attention in either academic or popular discourse.,obscure,A niche personality-trait correlation with no notable cultural or scientific footprint beyond specialist replication literature.,False,,calibrated full-pool rerun,obscure,confirmed,False,original_dominates,"Extraversion–volunteering links are still cited affirmatively in personality textbooks, prosociality reviews, and volunteer-management literature; the replication reinforced rather than undercut the effect.",majority,original_dominates,"Broad personality and volunteering research continues to describe extraversion as a modest positive correlate of volunteering, with no prominent replication-failure narrative.",uncertain,2,4
1181,10.1037/0022-0167.40.4.518,"Gottfredson, G. D., Jones, E. M., & Holland, J. L. (1993). Personality and vocational interests: The relation of Holland’s six interest dimensions to five robust dimensions of personality. Journal of Counseling Psychology, 40(4), 518–524. https://doi.org/10.1037/0022-0167.40.4.518",Enterprising occupational interests are positvely correlated with extraversion.,Differential Psychology,personality,725.0,0.16,1503.0,0.18,-0.0199999999999999,low,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,"A minor, well-replicated trait-interest correlation with negligible gap draws little attention outside specialist personality research.",obscure,A niche personality-interest correlation of this specificity has no widespread default association among researchers either way.,False,,calibrated full-pool rerun,obscure,confirmed,False,original_dominates,"Holland-Big Five links, especially Enterprising-Extraversion, are affirmed in vocational psychology textbooks, career-counseling manuals, RIASEC meta-analyses, and interest-inventory documentation; replication supported it.",majority,original_dominates,"The positive association between Enterprising interests and extraversion remains a standard, broadly accepted conclusion in vocational-interest and personality research, with no prominent replication-failure narrative.",uncertain,2,4
1748,10.1017/xps.2017.21,"Ihme, T. A., & Tausendpfund, M. (2017). Gender Differences in Political Knowledge: Bringing Situation Back In. Journal of Experimental Political Science, 5(1), 39–55. https://doi.org/10.1017/xps.2017.21",The activation of the stereotype does not influences the participants’ results on a political knowledge test by itself,Political Psychology,social,368.0,0.1,1502.0,0.0,0.1,mid,"Political knowledge, gender gap, stereotype threat",False,False,NOT_SIMULABLE,SIMULABLE,,B_calibrated_only,True,False,obscure,A narrow null-ish stereotype-threat/political-knowledge finding with little effect size to begin with; neither version circulates beyond specialist literature.,obscure,"This is a niche, null-leaning finding on a specific sub-effect; too peripheral for either ""landmark"" or ""famous failure"" narrative.",False,,calibrated full-pool rerun,obscure,confirmed,False,obscure,This niche JEPS stereotype-threat/political-knowledge study attracts few citations and no textbook or press coverage; neither the null claim nor its replication circulates publicly.,unanimous,obscure,"This specific 2017 experimental result on stereotype activation and political-knowledge test performance has little broad textbook, popular-science, or applied-literature visibility.",obscure,4,4
2027,10.1126/science.1222426,"Shah, A. K., Mullainathan, S., & Shafir, E. (2012). Some Consequences of Having Too Little. Science, 338(6107), 682–685. https://doi.org/10.1126/science.1222426",Scarcity leads to over-borrowing.,Judgment and Decision Making,jdm,143.0,0.4227614320345148,1439.0,0.5170111222984453,-0.0942496902639304,low,,False,False,NOT_SIMULABLE,SIMULABLE,,B_calibrated_only,True,False,original_dominates,"The effect replicated strongly (larger r in a much bigger sample), so the original scarcity-borrowing claim remains the standard, uncontested account.",obscure,This effect is not a widely recognized landmark finding; it lacks the public profile needed for either narrative to dominate.,True,,calibrated full-pool rerun,DISAGREE,confirmed,True,original_dominates,"Scarcity's over-borrowing effect replicated successfully and still circulates affirmatively in behavioral-economics textbooks, poverty-policy reviews, and popular works like Mullainathan and Shafir's ""Scarcity.""",majority,original_dominates,"Broad scientific, policy, and popular accounts still commonly present scarcity-induced tunneling as promoting short-term borrowing, while replication concerns are much less prominent in the general narrative.",original_dominates,3,3
1712,10.1037/0022-3514.94.1.116,"Shnabel, N., & Nadler, A. (2008). A needs-based model of reconciliation: Satisfying the differential emotional needs of victim and perpetrator as a key to promoting reconciliation. Journal of Personality and Social Psychology, 94(1), 116–132. https://doi.org/10.1037/0022-3514.94.1.116","After condition a message of acceptance was more effective in promoting reconciliation among perpetrators, whereas a message of empowerment was more effective in promoting reconciliation among victims",Social Psychology,social,94.0,0.2645751311064591,1376.0,0.09,0.174575131106459,mid,"Adaptation, Psychological, Adult, Analysis of Variance, Conflict (Psychology), Cooperative Behavior, Emotions, Female, Humans, Israel, Male, Models, Psychological, Negotiating, Power (Psychology), Role, Social Perception",False,False,NOT_SIMULABLE,SIMULABLE,,B_calibrated_only,True,False,obscure,A niche interaction effect from a single small study; neither the original finding nor its weak replication has broad recognition.,obscure,This narrow perpetrator/victim messaging finding is too niche to have entered common researcher lore either way.,False,,calibrated full-pool rerun,obscure,confirmed,False,original_dominates,"Needs-based reconciliation model still cited affirmatively in intergroup-conflict reviews, peacebuilding chapters and applied dialogue work; the shrunken multi-lab replication stays confined to methods-focused venues.",majority,original_dominates,"The needs-based reconciliation model is generally presented as evidence that perpetrators respond to acceptance and victims to empowerment, with no widely prominent replication-failure narrative.",uncertain,2,4
720,10.1016/s0010-0277(99)00073-6,"Boroditsky, L. (2000). Metaphoric structuring: understanding time through spatial metaphors. Cognition, 75(1), 1–28. https://doi.org/10.1016/s0010-0277(99)00073-6","The replication tested whether using spatial metaphors to describe time affects reasoning about temporal sequences. For example, participants exposed to spatial frames of reference (e.g., “ahead,” “behind”) processed temporal questions differently, supporting the idea that spatial cognition structures temporal reasoning.",Cognitive Psychology,cognitive,56.0,0.3004465733948612,1335.0,0.1289152302546209,0.1715313431402403,mid,"spatial metaphors, time perception, cognitive linguistics, temporal reasoning, embodied cognition",False,False,NOT_SIMULABLE,SIMULABLE,,B_calibrated_only,True,False,contested,"Spatial-time metaphor effects remain widely cited in embodied cognition, but debates over weak replications persist actively in the literature.",obscure,"This specific spatial-metaphor-priming finding is too narrow and low-profile for either a ""classic"" or ""famous failed replication"" reputation to have formed.",True,,calibrated full-pool rerun,DISAGREE,confirmed,True,original_dominates,"Space-time metaphor priming remains standard in cognitive linguistics textbooks, embodiment reviews, and popular science; the shrunken Many Labs-style replication is known mainly to methodologists.",all_differ,original_dominates,"Boroditsky’s finding remains widely presented in cognitive science and popular accounts as evidence that spatial metaphors structure temporal thought, while replication concerns are comparatively less prominent.",uncertain,2,4
733,10.1093/jcr/ucz022,"Savary, J., & Dhar, R. (2019). The Uncertain Self: How Self-Concept Structure Affects Subscription Choice. Journal of Consumer Research, 46(5), 887–903. https://doi.org/10.1093/jcr/ucz022",Consumers with “low self-concept clarity” should be more motivated to keep their identities stable by retaining products that are relevant to their identities,Marketing,marketing,405.0,0.1337863762524802,1283.0,-0.0349785821756186,0.0988077940768616,mid,"Self-concept clarity, subscription services, self-signaling, retention choice, self-concept structure, identity signaling",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,A niche marketing subfield finding with small effect sizes; neither the original nor its replication has broader visibility outside specialists.,obscure,Niche marketing/self-signaling finding with small original effect; too peripheral to have generated a widely-known narrative either way.,False,,calibrated full-pool rerun,obscure,confirmed,False,obscure,"A niche JCR self-concept-clarity subscription effect with modest citation traffic, absent from textbooks and press; the replication lives only in aggregate multi-study replication reports.",unanimous,obscure,"This niche consumer-behavior finding has little broad textbook, popular-science, or replication-debate visibility, so neither the original claim nor a failure narrative is widely dominant.",obscure,4,3
232,10.1145/3105726.3106182,"Edwards, S. H., Kandru, N., & Rajagopal, M. B. M. (2017). Investigating Static Analysis Errors in Student Java Programs. Proceedings of the 2017 ACM Conference on International Computing Education Research, 65–73. https://doi.org/10.1145/3105726.3106182",relationship between overall grades and all static analysis errors,Education,other,3691.0,-0.27,1270.0,-0.53,-0.26,low,"Java; Web-CAT; static analysis; Checkstyle; PMD; coding style; formatting; documentation; coding standard, replication, style checker, error messages",False,False,NOT_SIMULABLE,SIMULABLE,,B_calibrated_only,True,False,obscure,This niche CS-education correlation study and its replication have little visibility outside specialist software-engineering-education circles.,obscure,Niche software-engineering-education correlational study; too specialized to have any widespread default association among researchers.,False,,calibrated full-pool rerun,obscure,confirmed,False,obscure,"A niche computing-education ICER paper cited mainly in specialist SIGCSE/ICER work; no textbook, press, or replication-debate presence gives either framing prominence.",unanimous,obscure,This specific reported relationship between overall grades and static-analysis errors in student Java programs is a niche software-engineering education result with little broad scientific or popular discussion and no widely known replication narrative.,obscure,4,4
760,10.1073/pnas.1516868113,"John, L. K., Barasz, K., & Norton, M. I. (2016). Hiding personal information reveals the worst. Proceedings of the National Academy of Sciences, 113(4), 954–959. https://doi.org/10.1073/pnas.1516868113","Seven experiments explore people’s decisions to withhold or disclose personal information—and the wisdom of such decisions. Declining a request to disclose often makes a worse impression even than divulging unsavory personal information. Moreover, those who withhold fail to intuit this negative consequence: people withhold even when they would make a better impression by “coming clean.” In short, people should be aware not just of the risk of revealing, but the risk of hiding.",Judgment and Decision Making,jdm,142.0,0.1899761158124235,1224.0,0.0194962936194799,0.1704798221929436,mid,"disclosure, transparency, trust, policy making, privacy",False,False,NOT_SIMULABLE,SIMULABLE,,B_calibrated_only,True,False,obscure,"This is a niche JDM finding with a large gap but no evident broad citation, media coverage, or debate outside specialists.",obscure,A niche disclosure/impression-management finding with no widely-known original result or replication-failure narrative attached.,False,,calibrated full-pool rerun,obscure,confirmed,False,original_dominates,"Privacy/disclosure reviews, marketing and HR trade pieces, and HBR-style popular coverage still cite ""hiding reveals the worst"" affirmatively; the Many Labs-style null sits mainly in replication databases.",majority,original_dominates,"The finding is still generally cited in privacy, disclosure, and impression-management discussions as evidence that withholding information can prompt especially negative inferences, with no widely known replication-failure narrative.",uncertain,2,4
1188,10.1111/1467-6494.05028,"Robins, R. W., Caspi, A., & Moffitt, T. E. (2002). It’s Not Just Who You’re With, It’s Who You Are: Personality and Relationship Experiences Across Multiple Relationships. Journal of Personality, 70(6), 925–964. Portico. https://doi.org/10.1111/1467-6494.05028",Romantic abuse is positvely correlated with negative emotionality.,Differential Psychology,personality,712.0,0.25,1154.0,0.09,0.16,mid,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",False,False,NOT_SIMULABLE,SIMULABLE,,B_calibrated_only,True,False,obscure,"A niche personality-trait correlation like this circulates only within specialist replication/metascience literature, unnoticed elsewhere.",obscure,Too narrow and specialized a personality-outcome correlation to have entered common researcher lore either way.,False,,calibrated full-pool rerun,obscure,confirmed,False,original_dominates,"IPV and personality reviews, forensic/clinical textbooks, and downstream negative-emotionality research still cite Robins et al. affirmatively; the shrunken replication estimate draws no public or cautionary attention.",majority,obscure,"This specific Robins et al. finding is not widely discussed as a standalone canonical result, although broader research commonly links negative emotionality with adverse relationship experiences.",obscure,3,4
940,10.1111/j.1467-9280.2008.02062.x,"Alter, A. L., & Oppenheimer, D. M. (2008). Effects of Fluency on Psychological Distance and Mental Construal (or Why New York Is a Large City, but New York Is a Civilized Jungle). Psychological Science, 19(2), 161–167. https://doi.org/10.1111/j.1467-9280.2008.02062.x","Effects of fluency on psychological distance and mental construal (or why New York is a large city, but New York is a civilized jungle), primed participants (conceptually fluent participants) preferred concrete descriptions of the prime later, moreso than conceptually disfluent participants",Social Psychology,social,236.0,0.13,1146.0,0.02,0.11,mid,"Adult, Distance Perception, Environment, Female, Humans, Male, Perception, Questionnaires, Visual Perception, Сonstrual level theory, distance perception, environment, questionnaires, fluency",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,A minor fluency/construal-level study with weak effects; neither the original nor its replication is widely cited outside specialist priming literature.,obscure,"This is a niche fluency/construal-level finding, too specific and low-profile for either a ""classic finding"" or ""failed replication"" narrative to dominate.",False,,calibrated full-pool rerun,obscure,confirmed,False,obscure,This specific fluency-construal study lives mainly in niche fluency reviews and Many Labs 2 tables; neither affirmative nor cautionary framing reaches textbooks or popular discourse.,unanimous,obscure,"This specific Alter and Oppenheimer fluency–construal finding is rarely discussed in broad psychology textbooks or popular science, and no replication failure has become a widely known counter-narrative.",obscure,4,4
1920,10.1037/0022-3514.90.4.543,"Kozak, M. N., Marsh, A. A., & Wegner, D. M. (2006). What do i think you’re doing? Action identification and mind attribution. Journal of Personality and Social Psychology, 90(4), 543–555. https://doi.org/10.1037/0022-3514.90.4.543",Action identification is positively correlated with mind attribution.,Psychology,psych_general,50.0,0.3,1086.0,0.08,0.2199999999999999,mid,"CORE, Judgment, Decision Making, JDM, Heuristics, Biases, mind attribution, dehumanization, mentalizing, mind perception, theory of mind",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,"This specific finding is a niche CORE-project replication result, unknown outside specialist judgment-and-decision-making circles.",obscure,"This is a niche, low-powered finding with no cultural footprint; neither the effect nor its replication failure is widely known.",False,,calibrated full-pool rerun,obscure,confirmed,False,obscure,"Kozak et al.'s action-identification/mind-attribution link appears only in sparse mind-perception citations; absent from textbooks, popular press, and replication-crisis cautionary lists alike.",unanimous,obscure,"This specific action-identification–mind-attribution correlation is rarely discussed in mainstream psychology, popular science, or applied literature, and it has no widely known replication-failure narrative.",obscure,4,4
1940,10.1111/1467-9280.00350,"Mellers, B., Hertwig, R., & Kahneman, D. (2001). Do Frequency Representations Eliminate Conjunction Effects? An Exercise in           Adversarial Collaboration. Psychological Science, 12(4), 269–275. https://doi.org/10.1111/1467-9280.00350",The frequency estimate for the “and” conjunction phrase will be higher than the phrase describing unlikely target alone.,Psychology,psych_general,108.0,0.282945147243684,1032.0,0.237962230135701,0.0449829171079829,low,"conjunction effect, frequency estimation, Linda problem, judgment and decision making, Heuristics, Biases",False,False,NOT_SIMULABLE,SIMULABLE,,B_calibrated_only,True,False,original_dominates,"The Linda/conjunction fallacy remains a textbook staple; this large, high-powered replication is barely known outside specialist meta-science circles.",original_dominates,The Linda/conjunction fallacy is a textbook heuristics-and-biases icon; its minor effect-size shrinkage in replication is not commonly discussed.,False,,calibrated full-pool rerun,original_dominates,confirmed,False,original_dominates,"Conjunction fallacy persists as canonical in textbooks, Kahneman's Thinking Fast and Slow, and popular behavioral-economics writing; the Mellers adversarial-collaboration replication debate stays specialist.",unanimous,obscure,This specific result from the 2001 adversarial-collaboration study is rarely discussed in broad psychology or popular-science accounts and has no widely known replication-failure narrative.,original_dominates,3,4
1995,10.1126/science.1215647,"Gervais, W. M., & Norenzayan, A. (2012). Analytic Thinking Promotes Religious Disbelief. Science, 336(6080), 493–496. https://doi.org/10.1126/science.1215647",Analytic Priming,Psychology,psych_general,57.0,0.2873478855663454,952.0,0.0349785821756186,0.2523693033907268,high,,False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,failure_dominates,"Analytic priming (e.g., ""CRT priming"") is now widely cited in psychology as a textbook replication-crisis failure case.",failure_dominates,"Analytic priming (e.g., ""elevated diction"" cueing analytic thinking) is a textbook social-priming replication failure widely cited post-crisis.",False,,calibrated full-pool rerun,failure_dominates,confirmed,False,failure_dominates,"The Thinker-priming study is now a stock replication-crisis example in methods teaching, meta-analyses and reviews (e.g. Sanchez et al., Many Labs-style failures), overshadowing affirmative citations.",unanimous,contested,"Although analytic thinking is still widely associated with lower religiosity, the specific claim that brief analytic primes causally increase religious disbelief has produced mixed and failed replications and is now treated cautiously.",failure_dominates,3,3
1386,10.1111/j.1467-9280.2006.01720.x,"Peters, E., Västfjäll, D., Slovic, P., Mertz, C. K., Mazzocco, K., & Dickert, S. (2006). Numeracy and Decision Making. Psychological Science, 17(5), 407–413. https://doi.org/10.1111/j.1467-9280.2006.01720.x",The less numerate show a stronger framing effect than the highly numerate.,Psychology,psych_general,100.0,0.3316624790355399,860.0,0.1,0.2316624790355399,mid,"CORE, Judgment, Decision Making, JDM, Heuristics, Biases",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,"This numeracy-framing moderation finding is a niche JDM result, largely unknown beyond specialist decision-making researchers.",obscure,This numeracy-moderated framing-effect finding is too niche in JDM literature to have a widely shared default association.,False,,calibrated full-pool rerun,obscure,confirmed,False,original_dominates,"Numeracy-moderates-framing is still cited affirmatively in health-communication and risk-literacy reviews, decision-making textbooks, and applied numeracy work; the shrunken Many Labs estimate stays a specialist footnote.",majority,original_dominates,"The broad numeracy-and-decision-making literature generally continues to present higher numeracy as associated with reduced susceptibility to framing effects, with no widely known replication-failure narrative displacing it.",uncertain,2,4
1401,10.1006/jesp.1996.1314,"Malle, B. F., & Knobe, J. (1997). The Folk Concept of Intentionality. Journal of Experimental Social Psychology, 33(2), 101–121. https://doi.org/10.1006/jesp.1996.1314",people agree substantially in their judgments of intentionality,Psychology,psych_general,104.0,0.8,835.0,0.77,0.03,low,"CORE, Judgment, Decision Making, JDM, Heuristics, Biases",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,original_dominates,"The replication closely matched the original, so no notable ""failure"" narrative exists to compete with the well-established original finding.",obscure,"A minor, non-controversial consensus finding with negligible replication gap; too peripheral to carry either a ""classic"" or ""failed"" reputation.",True,,calibrated full-pool rerun,DISAGREE,confirmed,True,original_dominates,"Malle & Knobe's folk intentionality model is cited affirmatively in theory-of-mind reviews, experimental philosophy, and moral-judgment work; the replication confirmed it, so no failure narrative exists.",majority,original_dominates,"The broad literature treats substantial lay agreement about intentionality judgments as an established feature of folk psychology, with debate focused on contextual and moral influences rather than a recognized replication failure.",original_dominates,3,4
884,10.1023/a:1008184423824,"Klink, R. R. (2000). Creating Brand Names With Meaning: The Use of Sound Symbolism. Marketing Letters, 11(1), 5–20. https://doi.org/10.1023/a:1008184423824","Products with brand names containing front vowel sounds, as opposed to back vowel sounds, are perceived as: (j) friendlier",Marketing,marketing,171.0,0.245,823.0,0.252,-0.007,low,"brand name, sound symbolism, international marketing",True,False,NOT_SIMULABLE,SIMULABLE,,A0_calibrated_mandated,True,False,obscure,"This niche sound-symbolism finding, despite replicating well, has minimal visibility beyond specialist marketing/psycholinguistics circles.",obscure,"A niche sound-symbolism marketing finding, too specific and low-profile to carry any widely shared reputation, positive or negative.",False,,"calibrated prompt, A0 anchor-calibration test batch",obscure,confirmed,False,original_dominates,"Sound symbolism in branding is cited affirmatively in marketing textbooks, phonetic-branding reviews, naming-agency blogs and downstream consumer research; the replication corroborated rather than shrank it.",majority,original_dominates,"Klink’s sound-symbolism results remain commonly presented in marketing and branding literature as evidence that vowel sounds can shape brand personality perceptions, with no widely known replication-failure narrative displacing them.",uncertain,2,4
