model,subj,P_RFS,P_agreeableness,P_neuroticism,P_maximization,P_fluid,P_finliteracy,P_wason,P_dictator_sender,W_base_rate_30eng,W_less_is_more_A,P_mentalaccounting,P_age_bracket,P_education,P_income,P_political_liberalism,W_policy_support_liberal,P_openness,P_conscientiousness,P_numeracy,P_crt2_score,W_prob_maximizing_cards,W_proportion_dom_1A,P_religious_nonattendance
sonnet45,5,3.5,5.666666666666667,3.1666666666666665,3.1666666666666665,1.0,1.0,1.0,3.0,70.0,35.0,4.0,5.0,5.0,5.0,4.0,5.1,5.75,6.0,1.0,1.0,1.0,4.5,2.0
sonnet45,6,1.8333333333333333,5.666666666666667,3.5,4.833333333333333,1.0,1.0,1.0,3.0,70.0,35.0,3.6666666666666665,5.0,5.0,3.0,5.666666666666667,5.9,6.0,5.0,1.0,1.0,1.0,3.5,6.0
sonnet45,7,3.0,5.833333333333333,2.1666666666666665,2.3333333333333335,1.0,1.0,1.0,3.0,70.0,25.0,4.0,6.0,3.0,3.0,4.333333333333333,5.0,4.5,6.25,1.0,1.0,1.0,4.0,4.5
sonnet45,8,2.8333333333333335,5.333333333333333,4.333333333333333,3.5,1.0,1.0,1.0,3.0,70.0,35.0,4.333333333333333,2.0,3.0,3.0,4.0,5.0,4.0,4.0,1.0,1.0,1.0,4.0,5.5
sonnet45,9,2.5,6.166666666666667,3.1666666666666665,2.3333333333333335,1.0,1.0,1.0,3.0,70.0,35.0,4.333333333333333,6.0,2.0,2.0,5.666666666666667,6.0,4.0,6.5,1.0,1.0,1.0,2.0,5.5
sonnet45,10,1.8333333333333333,5.666666666666667,4.0,4.833333333333333,1.0,1.0,1.0,3.0,70.0,35.0,4.0,3.0,3.0,3.0,5.333333333333333,5.9,5.5,5.0,1.0,1.0,1.0,4.5,6.0
sonnet45,11,1.1666666666666667,6.166666666666667,4.166666666666667,4.833333333333333,1.0,1.0,1.0,4.0,70.0,35.0,3.3333333333333335,1.0,3.0,2.0,6.666666666666667,6.8,6.5,5.25,1.0,1.0,1.0,3.0,7.0
sonnet45,12,2.25,6.166666666666667,3.3333333333333335,4.666666666666667,1.0,1.0,1.0,3.0,70.0,35.0,3.6666666666666665,1.0,4.0,3.0,5.666666666666667,5.9,6.25,5.75,1.0,1.0,1.0,4.5,5.5
sonnet45,13,2.5,6.166666666666667,2.1666666666666665,2.3333333333333335,1.0,1.0,1.0,3.0,70.0,25.0,4.0,6.0,2.0,1.0,5.666666666666667,6.3,4.0,5.25,1.0,1.0,1.0,4.0,5.5
sonnet45,14,4.75,5.166666666666667,4.0,3.1666666666666665,1.0,1.0,1.0,2.0,70.0,25.0,5.0,4.0,2.0,3.0,2.6666666666666665,4.2,3.75,5.75,1.0,1.0,1.0,4.0,3.5
sonnet45,15,2.0833333333333335,5.333333333333333,5.166666666666667,5.5,1.0,1.0,1.0,3.0,70.0,35.0,4.666666666666667,2.0,2.0,2.0,6.0,6.6,5.25,5.25,1.0,1.0,1.0,3.5,5.5
sonnet45,16,1.8333333333333333,6.333333333333333,2.0,2.1666666666666665,1.0,1.0,1.0,4.0,70.0,35.0,3.3333333333333335,6.0,5.0,3.0,6.333333333333333,6.4,5.75,6.5,1.0,1.0,1.0,3.5,6.0
sonnet45,17,1.5833333333333333,5.166666666666667,3.1666666666666665,3.5,1.0,1.0,1.0,4.0,75.0,35.0,3.6666666666666665,4.0,5.0,5.0,6.333333333333333,6.7,6.25,5.75,1.0,1.0,1.0,2.0,6.0
sonnet45,18,1.9166666666666667,6.166666666666667,2.6666666666666665,3.1666666666666665,1.0,1.0,1.0,4.0,70.0,30.0,3.3333333333333335,6.0,3.0,3.0,6.0,5.9,6.0,5.0,1.0,1.0,1.0,3.5,6.0
sonnet45,19,2.6666666666666665,5.0,5.5,4.5,1.0,1.0,1.0,3.0,70.0,25.0,5.0,6.0,2.0,2.0,5.666666666666667,6.4,4.0,5.25,1.0,1.0,1.0,3.5,5.5
sonnet45,20,1.8333333333333333,5.666666666666667,3.8333333333333335,4.833333333333333,1.0,1.0,1.0,3.0,70.0,35.0,3.6666666666666665,5.0,5.0,3.0,6.0,6.1,6.25,5.75,1.0,1.0,1.0,3.0,6.0
sonnet45,21,3.1666666666666665,5.166666666666667,3.8333333333333335,3.3333333333333335,1.0,1.0,1.0,3.0,70.0,35.0,4.333333333333333,1.0,2.0,2.0,4.0,5.0,4.0,5.75,1.0,1.0,1.0,4.0,4.5
sonnet45,22,3.5,5.833333333333333,3.1666666666666665,3.6666666666666665,1.0,1.0,1.0,3.0,70.0,35.0,4.0,3.0,5.0,4.0,4.0,5.2,5.5,6.25,1.0,1.0,1.0,4.0,2.0
sonnet45,23,1.8333333333333333,5.5,3.5,3.3333333333333335,1.0,1.0,1.0,4.0,75.0,35.0,4.0,6.0,2.0,2.0,6.333333333333333,6.8,6.0,6.25,1.0,1.0,1.0,3.0,6.0
sonnet45,24,3.75,5.333333333333333,4.0,3.1666666666666665,1.0,1.0,1.0,3.0,70.0,25.0,4.333333333333333,3.0,2.0,3.0,4.333333333333333,5.5,3.75,5.75,1.0,1.0,1.0,4.0,4.5
sonnet45,25,1.8333333333333333,5.833333333333333,3.3333333333333335,3.8333333333333335,1.0,1.0,1.0,4.0,70.0,35.0,3.3333333333333335,5.0,5.0,4.0,6.333333333333333,6.8,6.25,6.25,1.0,1.0,1.0,3.5,6.0
sonnet45,26,2.5833333333333335,5.333333333333333,4.166666666666667,5.0,1.0,1.0,1.0,3.0,75.0,35.0,4.666666666666667,1.0,3.0,3.0,5.333333333333333,6.0,5.25,5.75,1.0,1.0,1.0,2.0,5.5
sonnet45,27,3.5,6.0,2.1666666666666665,2.5,1.0,1.0,1.0,3.0,70.0,25.0,3.6666666666666665,6.0,2.0,2.0,4.333333333333333,5.1,4.5,5.25,1.0,1.0,1.0,4.0,4.5
sonnet45,28,1.4166666666666667,5.0,4.166666666666667,5.333333333333333,1.0,1.0,1.0,4.0,75.0,35.0,3.6666666666666665,3.0,5.0,3.0,6.333333333333333,6.8,6.5,5.0,1.0,1.0,1.0,4.0,6.5
sonnet45,29,1.5,5.0,3.5,4.833333333333333,1.0,1.0,1.0,3.0,70.0,35.0,3.3333333333333335,5.0,5.0,3.0,6.333333333333333,6.8,6.75,5.25,1.0,1.0,1.0,3.0,6.0
sonnet45,30,3.3333333333333335,5.166666666666667,4.333333333333333,3.3333333333333335,1.0,1.0,1.0,3.0,60.0,35.0,4.666666666666667,4.0,2.0,2.0,5.333333333333333,6.0,4.0,5.75,1.0,1.0,1.0,4.0,4.5
sonnet45,31,4.666666666666667,6.166666666666667,3.0,2.5,1.0,1.0,1.0,3.0,70.0,25.0,4.333333333333333,6.0,2.0,2.0,2.6666666666666665,4.8,3.75,6.0,1.0,1.0,1.0,4.5,2.5
sonnet45,32,1.1666666666666667,5.833333333333333,3.5,4.0,1.0,1.0,1.0,4.0,70.0,35.0,3.3333333333333335,6.0,2.0,1.0,6.333333333333333,6.8,6.25,5.0,1.0,1.0,1.0,3.5,7.0
sonnet45,33,1.9166666666666667,6.166666666666667,2.6666666666666665,3.6666666666666665,1.0,1.0,1.0,3.0,70.0,35.0,3.3333333333333335,1.0,3.0,2.0,6.0,5.9,5.5,5.25,1.0,1.0,1.0,4.0,6.0
sonnet45,34,3.1666666666666665,5.833333333333333,3.0,2.1666666666666665,1.0,1.0,1.0,3.0,70.0,35.0,4.666666666666667,6.0,5.0,3.0,4.0,4.9,4.0,7.0,1.0,1.0,1.0,4.0,4.5
sonnet45,35,3.0833333333333335,5.5,3.1666666666666665,3.0,1.0,1.0,1.0,3.0,70.0,35.0,4.333333333333333,3.0,5.0,3.0,4.0,5.0,4.5,6.0,1.0,1.0,1.0,4.0,4.5
sonnet45,36,4.083333333333333,5.666666666666667,3.1666666666666665,3.0,1.0,1.0,1.0,3.0,70.0,35.0,4.0,5.0,2.0,3.0,3.0,5.0,5.0,6.0,1.0,1.0,1.0,4.5,2.0
sonnet45,37,4.416666666666667,5.666666666666667,3.3333333333333335,3.8333333333333335,1.0,1.0,1.0,3.0,70.0,35.0,4.666666666666667,3.0,5.0,4.0,3.0,5.2,5.25,6.0,1.0,1.0,1.0,4.5,2.0
sonnet45,38,2.5,5.333333333333333,4.333333333333333,3.5,1.0,1.0,1.0,3.0,65.0,35.0,4.666666666666667,3.0,2.0,2.0,5.333333333333333,5.9,4.0,5.25,1.0,1.0,1.0,4.0,5.5
sonnet45,39,2.75,5.333333333333333,4.5,4.166666666666667,1.0,1.0,1.0,3.0,75.0,35.0,4.666666666666667,3.0,2.0,2.0,3.0,5.0,5.25,5.0,1.0,1.0,1.0,4.5,5.5
sonnet45,40,1.8333333333333333,5.666666666666667,3.8333333333333335,4.833333333333333,1.0,1.0,1.0,3.0,70.0,35.0,3.6666666666666665,3.0,3.0,2.0,6.0,6.0,5.75,4.0,1.0,1.0,1.0,3.0,6.0
sonnet45,41,3.1666666666666665,5.333333333333333,4.0,3.1666666666666665,1.0,1.0,1.0,3.0,70.0,35.0,4.333333333333333,5.0,3.0,2.0,4.0,5.0,4.25,5.5,1.0,1.0,1.0,3.0,5.5
sonnet45,42,3.8333333333333335,5.0,5.5,4.333333333333333,1.0,1.0,1.0,2.0,70.0,25.0,5.0,1.0,2.0,2.0,3.3333333333333335,4.9,4.0,5.25,1.0,1.0,1.0,4.5,4.5
sonnet45,43,3.6666666666666665,6.0,3.5,3.3333333333333335,1.0,1.0,1.0,3.0,70.0,30.0,4.333333333333333,3.0,2.0,2.0,5.0,5.7,4.0,5.25,1.0,1.0,1.0,4.0,4.5
sonnet45,44,1.6666666666666667,4.833333333333333,3.5,4.333333333333333,1.0,1.0,1.0,3.0,70.0,35.0,3.3333333333333335,2.0,5.0,3.0,6.333333333333333,6.8,6.25,4.0,1.0,1.0,1.0,2.5,6.5
sonnet45,45,3.75,5.333333333333333,3.3333333333333335,2.3333333333333335,1.0,1.0,1.0,3.0,70.0,25.0,4.666666666666667,4.0,2.0,2.0,3.3333333333333335,4.9,3.5,6.0,1.0,1.0,1.0,4.5,4.5
sonnet45,46,3.8333333333333335,6.0,3.0,3.0,1.0,1.0,1.0,3.0,70.0,35.0,4.333333333333333,5.0,5.0,3.0,3.0,4.3,4.75,6.75,1.0,1.0,1.0,4.5,2.0
sonnet45,47,3.5,4.666666666666667,4.166666666666667,4.666666666666667,1.0,1.0,1.0,2.0,70.0,35.0,4.666666666666667,6.0,3.0,3.0,2.6666666666666665,3.9,4.75,5.75,1.0,1.0,1.0,5.0,3.5
sonnet45,48,3.4166666666666665,5.833333333333333,3.1666666666666665,3.3333333333333335,1.0,1.0,1.0,3.0,70.0,35.0,3.6666666666666665,3.0,5.0,5.0,4.666666666666667,5.9,6.0,6.25,1.0,1.0,1.0,3.5,2.0
sonnet45,49,2.25,6.166666666666667,3.1666666666666665,3.6666666666666665,1.0,1.0,1.0,4.0,70.0,35.0,3.6666666666666665,3.0,6.0,3.0,5.333333333333333,5.9,6.25,6.25,1.0,1.0,1.0,3.0,4.5
sonnet45,50,1.8333333333333333,5.166666666666667,5.166666666666667,4.5,1.0,1.0,1.0,3.0,70.0,25.0,4.666666666666667,3.0,3.0,1.0,6.333333333333333,6.8,5.0,4.0,1.0,1.0,1.0,4.0,6.0
sonnet45,51,2.8333333333333335,5.166666666666667,3.1666666666666665,2.1666666666666665,1.0,1.0,1.0,3.0,70.0,35.0,4.333333333333333,6.0,2.0,3.0,4.0,4.5,3.75,5.75,1.0,1.0,1.0,4.0,6.0
sonnet45,52,3.25,5.5,3.0,2.5,1.0,1.0,1.0,3.0,70.0,35.0,4.666666666666667,2.0,3.0,3.0,3.3333333333333335,4.1,4.0,6.0,1.0,1.0,1.0,4.0,4.5
sonnet45,53,1.8333333333333333,5.166666666666667,2.5,3.6666666666666665,1.0,1.0,1.0,3.0,70.0,35.0,3.6666666666666665,6.0,3.0,4.0,3.3333333333333335,4.8,6.0,6.25,1.0,1.0,1.0,2.0,6.0
sonnet45,54,1.8333333333333333,5.166666666666667,4.5,4.666666666666667,1.0,1.0,1.0,3.0,70.0,25.0,5.0,2.0,2.0,2.0,5.333333333333333,6.1,5.25,5.0,1.0,1.0,1.0,4.5,6.0
sonnet45,55,2.9166666666666665,5.166666666666667,4.5,4.333333333333333,1.0,1.0,1.0,3.0,70.0,35.0,5.0,6.0,5.0,3.0,3.6666666666666665,4.8,4.75,6.0,1.0,1.0,1.0,4.0,4.5
sonnet45,56,4.833333333333333,6.166666666666667,4.0,3.3333333333333335,1.0,1.0,1.0,3.0,70.0,35.0,5.0,5.0,2.0,2.0,2.6666666666666665,4.9,4.5,6.25,1.0,1.0,1.0,4.5,2.0
sonnet45,57,1.8333333333333333,5.166666666666667,5.166666666666667,4.666666666666667,1.0,1.0,1.0,3.0,70.0,30.0,5.0,4.0,3.0,2.0,5.333333333333333,5.9,5.0,6.0,1.0,1.0,1.0,3.0,6.0
sonnet45,58,4.833333333333333,5.5,4.0,3.3333333333333335,1.0,1.0,1.0,3.0,70.0,25.0,5.0,6.0,2.0,2.0,3.0,4.5,3.75,6.0,1.0,1.0,1.0,4.5,2.0
sonnet45,59,3.4166666666666665,6.166666666666667,4.0,3.3333333333333335,1.0,1.0,1.0,4.0,70.0,35.0,4.0,2.0,2.0,1.0,5.333333333333333,5.9,5.25,5.75,1.0,1.0,1.0,4.5,2.0
sonnet45,60,1.1666666666666667,5.166666666666667,3.5,4.833333333333333,1.0,1.0,1.0,4.0,70.0,35.0,3.3333333333333335,6.0,3.0,3.0,6.333333333333333,6.8,6.25,5.25,1.0,1.0,1.0,3.5,7.0
sonnet45,61,3.0833333333333335,6.166666666666667,3.1666666666666665,3.3333333333333335,1.0,1.0,1.0,4.0,70.0,35.0,3.6666666666666665,6.0,2.0,1.0,5.333333333333333,6.0,5.75,5.75,1.0,1.0,1.0,4.0,3.5
sonnet45,62,2.6666666666666665,5.0,2.8333333333333335,4.166666666666667,1.0,1.0,1.0,2.0,70.0,35.0,4.333333333333333,1.0,3.0,3.0,4.0,4.7,5.75,5.75,1.0,1.0,1.0,2.5,5.5
sonnet45,63,2.75,5.333333333333333,4.166666666666667,3.6666666666666665,1.0,1.0,1.0,3.0,70.0,35.0,4.333333333333333,5.0,5.0,4.0,4.333333333333333,5.1,4.5,5.75,1.0,1.0,1.0,3.5,5.5
sonnet45,64,1.8333333333333333,5.0,3.5,4.166666666666667,1.0,1.0,1.0,3.0,75.0,35.0,3.6666666666666665,5.0,5.0,4.0,5.666666666666667,5.9,6.25,5.75,1.0,1.0,1.0,4.0,6.0
sonnet45,65,2.8333333333333335,5.333333333333333,3.5,2.3333333333333335,1.0,1.0,1.0,3.0,70.0,40.0,4.666666666666667,6.0,3.0,3.0,4.666666666666667,5.9,3.75,6.0,1.0,1.0,1.0,4.0,5.5
sonnet45,66,3.25,5.0,3.8333333333333335,3.1666666666666665,1.0,1.0,1.0,2.0,70.0,35.0,5.0,6.0,2.0,3.0,2.6666666666666665,3.7,4.5,5.75,1.0,1.0,1.0,4.0,4.5
sonnet45,67,2.25,6.166666666666667,4.0,4.333333333333333,1.0,1.0,1.0,4.0,70.0,35.0,3.6666666666666665,6.0,4.0,3.0,5.666666666666667,6.0,6.25,5.75,1.0,1.0,1.0,4.5,5.5
sonnet45,68,1.8333333333333333,5.666666666666667,3.0,3.1666666666666665,1.0,1.0,1.0,4.0,70.0,35.0,3.3333333333333335,6.0,3.0,3.0,6.333333333333333,6.2,5.75,6.25,1.0,1.0,1.0,3.5,6.0
sonnet45,69,2.9166666666666665,5.666666666666667,5.166666666666667,4.666666666666667,1.0,1.0,1.0,3.0,70.0,25.0,5.0,3.0,5.0,2.0,5.333333333333333,5.8,4.75,6.0,1.0,1.0,1.0,3.5,4.5
sonnet45,70,1.8333333333333333,4.833333333333333,4.0,4.333333333333333,1.0,1.0,1.0,3.0,75.0,35.0,4.333333333333333,5.0,3.0,4.0,5.0,5.2,4.75,5.75,1.0,1.0,1.0,2.0,6.0
sonnet45,71,1.75,5.666666666666667,4.166666666666667,4.833333333333333,1.0,1.0,1.0,4.0,70.0,35.0,3.6666666666666665,4.0,5.0,3.0,6.333333333333333,6.8,6.25,5.75,1.0,1.0,1.0,3.5,5.5
sonnet45,72,3.25,5.166666666666667,3.3333333333333335,2.6666666666666665,1.0,1.0,1.0,2.0,70.0,35.0,4.333333333333333,5.0,2.0,4.0,3.6666666666666665,4.0,4.0,5.75,1.0,1.0,1.0,4.0,4.5
sonnet45,73,3.0,5.833333333333333,2.5,2.8333333333333335,1.0,1.0,1.0,3.0,70.0,35.0,4.0,1.0,3.0,2.0,4.666666666666667,5.7,5.25,5.25,1.0,1.0,1.0,4.0,5.0
sonnet45,74,1.8333333333333333,6.166666666666667,3.1666666666666665,3.5,1.0,1.0,1.0,4.0,70.0,35.0,3.6666666666666665,5.0,6.0,3.0,6.333333333333333,6.7,6.25,6.25,1.0,1.0,1.0,3.5,6.0
sonnet45,75,4.75,6.166666666666667,3.0,3.0,1.0,1.0,1.0,3.0,70.0,35.0,4.333333333333333,5.0,6.0,3.0,2.6666666666666665,4.6,5.25,6.5,1.0,1.0,1.0,4.0,2.0
sonnet45,76,3.9166666666666665,5.666666666666667,5.166666666666667,4.166666666666667,1.0,1.0,1.0,3.0,70.0,25.0,5.0,5.0,3.0,2.0,5.666666666666667,6.4,4.5,5.5,1.0,1.0,1.0,4.5,3.5
sonnet45,77,2.75,5.333333333333333,3.8333333333333335,3.1666666666666665,1.0,1.0,1.0,3.0,70.0,25.0,4.333333333333333,6.0,5.0,4.0,3.6666666666666665,4.8,4.25,6.0,1.0,1.0,1.0,4.0,5.0
sonnet45,78,1.9166666666666667,6.166666666666667,2.5,3.1666666666666665,1.0,1.0,1.0,3.0,70.0,35.0,3.3333333333333335,1.0,3.0,2.0,6.0,6.3,5.25,4.25,1.0,1.0,1.0,4.0,6.0
sonnet45,79,3.8333333333333335,5.166666666666667,3.1666666666666665,2.3333333333333335,1.0,1.0,1.0,2.0,70.0,35.0,4.333333333333333,5.0,2.0,3.0,3.0,4.0,3.75,5.0,1.0,1.0,1.0,4.0,4.5
sonnet45,80,1.75,5.666666666666667,3.5,4.333333333333333,1.0,1.0,1.0,4.0,70.0,35.0,3.3333333333333335,3.0,5.0,4.0,6.0,6.3,6.25,5.25,1.0,1.0,1.0,3.5,6.0
sonnet45,81,3.4166666666666665,5.333333333333333,3.0,2.1666666666666665,1.0,1.0,1.0,2.0,70.0,30.0,4.666666666666667,4.0,2.0,2.0,3.0,3.8,3.5,6.0,1.0,1.0,1.0,4.0,4.5
sonnet45,82,2.25,5.166666666666667,4.5,5.333333333333333,1.0,1.0,1.0,3.0,70.0,35.0,4.666666666666667,4.0,3.0,3.0,5.333333333333333,6.0,5.25,4.0,1.0,1.0,1.0,3.0,5.5
sonnet45,83,3.6666666666666665,5.333333333333333,3.5,2.8333333333333335,1.0,1.0,1.0,3.0,70.0,25.0,4.333333333333333,2.0,5.0,2.0,3.3333333333333335,4.5,4.5,6.0,1.0,1.0,,,
sonnet45,84,2.9166666666666665,6.0,3.1666666666666665,3.1666666666666665,1.0,1.0,1.0,3.0,70.0,35.0,3.6666666666666665,4.0,3.0,3.0,3.0,4.4,4.75,6.25,1.0,1.0,1.0,4.5,4.5
sonnet45,85,1.8333333333333333,5.666666666666667,4.333333333333333,3.3333333333333335,1.0,1.0,1.0,3.0,70.0,35.0,4.0,5.0,6.0,3.0,5.333333333333333,5.9,5.75,5.75,1.0,1.0,1.0,3.0,6.0
sonnet45,86,4.75,5.5,3.1666666666666665,2.6666666666666665,1.0,1.0,1.0,3.0,70.0,35.0,4.333333333333333,4.0,3.0,4.0,2.6666666666666665,3.9,5.0,6.25,1.0,1.0,1.0,3.0,2.0
sonnet45,87,2.5,5.333333333333333,4.5,3.5,1.0,1.0,1.0,3.0,70.0,35.0,4.333333333333333,3.0,3.0,2.0,6.333333333333333,6.5,4.0,5.75,1.0,1.0,1.0,4.5,5.5
sonnet45,88,1.9166666666666667,5.666666666666667,4.166666666666667,2.6666666666666665,1.0,1.0,1.0,3.0,70.0,35.0,4.333333333333333,3.0,3.0,2.0,5.333333333333333,5.9,4.0,5.75,1.0,1.0,1.0,3.0,6.0
sonnet45,89,4.416666666666667,5.166666666666667,3.1666666666666665,2.5,1.0,1.0,1.0,2.0,70.0,35.0,4.666666666666667,4.0,3.0,4.0,2.6666666666666665,3.2,3.25,6.0,1.0,1.0,1.0,3.0,4.5
sonnet45,90,3.5833333333333335,5.833333333333333,2.6666666666666665,2.6666666666666665,1.0,1.0,1.0,3.0,70.0,35.0,3.6666666666666665,6.0,3.0,1.0,4.0,4.7,4.0,5.0,1.0,1.0,1.0,4.0,4.5
sonnet45,91,2.1666666666666665,5.0,3.5,3.8333333333333335,1.0,1.0,1.0,3.0,70.0,35.0,4.333333333333333,5.0,2.0,2.0,5.333333333333333,5.9,5.75,5.0,1.0,1.0,1.0,3.5,5.5
sonnet45,92,1.5,5.833333333333333,3.5,4.0,1.0,1.0,1.0,4.0,70.0,35.0,3.3333333333333335,5.0,5.0,3.0,6.333333333333333,6.8,6.25,5.75,1.0,1.0,1.0,3.5,6.0
sonnet45,93,2.8333333333333335,5.333333333333333,3.8333333333333335,2.5,1.0,1.0,1.0,3.0,70.0,35.0,4.666666666666667,3.0,2.0,2.0,4.333333333333333,5.2,3.75,6.0,1.0,1.0,1.0,3.0,5.5
sonnet45,94,2.3333333333333335,6.0,2.0,2.5,1.0,1.0,1.0,3.0,70.0,35.0,3.6666666666666665,2.0,3.0,4.0,5.0,5.9,4.5,5.75,1.0,1.0,1.0,3.0,6.0
sonnet45,95,4.416666666666667,5.333333333333333,2.5,2.3333333333333335,1.0,1.0,1.0,2.0,70.0,35.0,4.333333333333333,5.0,2.0,3.0,2.0,2.9,4.25,6.0,1.0,1.0,1.0,4.0,4.0
sonnet45,96,2.75,6.166666666666667,3.0,3.6666666666666665,1.0,1.0,1.0,3.0,70.0,35.0,4.0,6.0,2.0,2.0,5.333333333333333,5.9,5.25,6.0,1.0,1.0,1.0,4.5,4.5
sonnet45,97,3.3333333333333335,5.833333333333333,4.0,4.166666666666667,1.0,1.0,1.0,3.0,70.0,35.0,4.0,3.0,5.0,4.0,5.0,5.9,6.0,5.75,1.0,1.0,1.0,4.5,2.0
sonnet45,98,2.0833333333333335,5.0,3.5,4.333333333333333,1.0,1.0,1.0,3.0,75.0,35.0,4.333333333333333,2.0,2.0,2.0,5.333333333333333,5.8,6.25,4.0,1.0,1.0,1.0,4.5,6.0
sonnet45,99,3.75,5.333333333333333,3.3333333333333335,4.166666666666667,1.0,1.0,1.0,2.0,70.0,35.0,4.333333333333333,1.0,2.0,2.0,3.3333333333333335,4.8,4.75,5.75,1.0,1.0,1.0,4.0,4.5
sonnet45,100,2.5,5.833333333333333,2.1666666666666665,2.6666666666666665,1.0,1.0,1.0,3.0,70.0,35.0,3.3333333333333335,6.0,2.0,2.0,5.333333333333333,5.9,4.5,5.25,1.0,1.0,1.0,4.0,5.5
sonnet45,101,3.5833333333333335,6.166666666666667,3.0,2.1666666666666665,1.0,1.0,1.0,3.0,70.0,35.0,5.0,6.0,5.0,3.0,3.6666666666666665,5.0,4.25,6.25,1.0,1.0,1.0,2.0,3.5
sonnet45,102,2.3333333333333335,5.666666666666667,4.166666666666667,4.5,1.0,1.0,1.0,3.0,70.0,35.0,4.333333333333333,3.0,2.0,2.0,6.0,6.6,5.5,5.75,1.0,1.0,1.0,3.0,4.5
sonnet45,103,1.75,5.166666666666667,3.5,4.5,1.0,1.0,1.0,4.0,75.0,35.0,4.0,6.0,5.0,4.0,6.333333333333333,6.8,6.25,5.0,1.0,1.0,1.0,3.5,6.0
sonnet45,104,4.75,5.333333333333333,2.6666666666666665,2.0,1.0,1.0,1.0,2.0,70.0,25.0,4.666666666666667,6.0,2.0,2.0,2.6666666666666665,3.5,3.5,6.0,1.0,1.0,1.0,4.0,3.5
sonnet45,105,2.5,5.833333333333333,3.5,3.5,1.0,1.0,1.0,3.0,70.0,40.0,4.0,3.0,5.0,4.0,5.0,5.9,5.75,6.25,1.0,1.0,1.0,3.0,4.5
sonnet45,106,3.6666666666666665,5.5,4.0,3.6666666666666665,1.0,1.0,1.0,3.0,70.0,35.0,4.333333333333333,6.0,2.0,1.0,3.6666666666666665,4.9,4.75,5.5,1.0,1.0,1.0,4.5,4.5
sonnet45,107,2.6666666666666665,5.166666666666667,3.1666666666666665,4.166666666666667,1.0,1.0,1.0,2.0,75.0,35.0,4.0,1.0,3.0,3.0,4.333333333333333,4.8,4.75,5.75,1.0,1.0,1.0,3.0,5.5
sonnet45,109,3.8333333333333335,4.833333333333333,4.833333333333333,4.5,1.0,1.0,1.0,3.0,70.0,25.0,5.0,6.0,2.0,2.0,3.3333333333333335,5.0,3.75,5.0,1.0,1.0,1.0,4.5,4.5
sonnet45,110,1.8333333333333333,5.5,3.0,4.0,1.0,1.0,1.0,3.0,75.0,35.0,4.0,6.0,2.0,3.0,6.0,6.8,6.0,6.75,1.0,1.0,1.0,3.5,6.0
sonnet45,111,3.0,5.166666666666667,3.6666666666666665,3.0,1.0,1.0,1.0,3.0,70.0,35.0,4.333333333333333,3.0,2.0,3.0,4.666666666666667,5.4,4.0,5.75,1.0,1.0,1.0,4.0,5.5
sonnet45,112,4.583333333333333,5.333333333333333,3.5,3.1666666666666665,1.0,1.0,1.0,3.0,70.0,35.0,4.333333333333333,2.0,2.0,2.0,3.0,5.3,4.25,5.0,1.0,1.0,1.0,4.0,2.0
sonnet45,113,2.5,5.833333333333333,4.166666666666667,3.8333333333333335,1.0,1.0,1.0,3.0,70.0,25.0,4.0,1.0,5.0,2.0,5.333333333333333,5.9,4.75,5.25,1.0,1.0,1.0,3.5,6.0
sonnet45,114,3.25,5.166666666666667,3.1666666666666665,2.1666666666666665,1.0,1.0,1.0,3.0,70.0,35.0,4.0,6.0,2.0,3.0,3.0,4.0,3.5,6.0,1.0,1.0,1.0,4.0,4.5
sonnet45,115,1.9166666666666667,5.333333333333333,4.166666666666667,5.0,1.0,1.0,1.0,3.0,75.0,35.0,4.333333333333333,1.0,2.0,2.0,6.0,6.8,5.25,5.0,1.0,1.0,1.0,3.0,6.0
sonnet45,116,2.6666666666666665,5.333333333333333,3.1666666666666665,2.8333333333333335,1.0,1.0,1.0,3.0,70.0,40.0,3.6666666666666665,6.0,5.0,4.0,3.3333333333333335,4.2,5.75,6.0,1.0,1.0,1.0,4.0,6.0
sonnet45,117,1.9166666666666667,4.833333333333333,4.0,3.5,1.0,1.0,1.0,3.0,70.0,35.0,4.333333333333333,5.0,3.0,4.0,5.333333333333333,6.0,5.75,6.5,1.0,1.0,1.0,2.5,6.0
sonnet45,118,1.8333333333333333,5.833333333333333,2.3333333333333335,2.6666666666666665,1.0,1.0,1.0,3.0,70.0,35.0,3.3333333333333335,5.0,5.0,4.0,6.333333333333333,6.8,6.0,5.75,1.0,1.0,1.0,3.0,6.0
sonnet45,119,1.75,5.333333333333333,3.5,4.833333333333333,1.0,1.0,1.0,4.0,70.0,35.0,3.3333333333333335,2.0,5.0,3.0,6.333333333333333,6.5,6.25,5.0,1.0,1.0,1.0,4.0,6.0
