effect_id,doi_o,ref_o,description,discipline,disc_cat,n_o,r_o,n_r,r_r,gap,gap_band,quota_stratum,in_A0,sim_round1,sim_round2,sim_round1_uncalibrated,simulable_final,sim_admission,sim_needs_review,sim_round1_provenance,narr_round1,narr_round1_reason,narr_round2,narr_round2_reason,narrative_final,narrative_disagreement,narrative_manual_adjudication_needed,audit_tier,selection_reason
1728,10.1111/j.1467-9280.2007.01961.x,"Valdesolo, P., & DeSteno, D. (2007). Moral Hypocrisy. Psychological Science, 18(8), 689–690. https://doi.org/10.1111/j.1467-9280.2007.01961.x",Individuals perceived their own transgressions to be less objectionable than the same transgression enacted by another person (without altruists in the sample of replication study),Social Psychology,social,74.0,0.4852716953798207,540.0,0.0,0.4852716953798207,high,high,True,SIMULABLE,,NOT_SIMULABLE,True,confirmed,False,"calibrated prompt, A0 anchor-calibration test batch",obscure,This niche hypocrisy sub-finding and its null replication are rarely discussed outside specialist morality-judgment researchers.,obscure,Too niche a sub-finding (specific hypocrisy/moral-transgression paradigm) to have entered common lore either as landmark or as failed-replication poster child.,obscure,False,False,A0_calibrated_mandated,A0 mandated
1802,10.1177/0956797611432497,"Banerjee, P., Chatterjee, P., & Sinha, J. (2012). Is It Light or Dark? Recalling Moral Behavior Changes Perception of Brightness. Psychological Science, 23(4), 407–409. https://doi.org/10.1177/0956797611432497",Recalling unethical deeds darkens perceived room brightness,Psychology,psych_general,74.0,0.3047757271037837,482.0,0.024992191160203,0.2797835359435807,high,high,True,SIMULABLE,,NOT_SIMULABLE,True,confirmed,False,"calibrated prompt, A0 anchor-calibration test batch",failure_dominates,"This ""Macbeth effect"" study became a textbook replication-crisis cautionary tale, now cited more for its failure than original finding.",failure_dominates,"The ""Macbeth effect"" is a textbook cited example of the replication crisis in embodied-cognition/social-priming psychology.",failure_dominates,False,False,A0_calibrated_mandated,A0 mandated
1308,10.1037/0278-6133.3.5.431,"Weinstein, N. D. (1984). Why it won’t happen to me: Perceptions of risk factors and susceptibility. Health Psychology, 3(5), 431–457. https://doi.org/10.1037/0278-6133.3.5.431",people perceive their risk of experiencing a negative health/safety hazard as less likely than their counterparts,Psychology,psych_general,136.0,-0.3511234415883917,480.0,-0.196116135138184,0.1550073064502077,mid,mid,False,NOT_SIMULABLE,SIMULABLE,SIMULABLE,False,review_admitted,True,calibrated compressed prompt (finish pass),original_dominates,Optimism bias in comparative risk remains a textbook staple; the weaker large-N replication is known mainly to specialists.,original_dominates,"Optimism bias is a textbook, widely-cited phenomenon; its replication attenuation is niche knowledge, not part of common perception.",original_dominates,False,False,A_dual_confirmed,narrative/discipline quota fill (simulability review-admitted)
1617,10.1037/pspa0000032,"Hoorens, V., & Bruckmüller, S. (2015). Less is more? Think again! A cognitive fluency-based more–less asymmetry in comparative communication. Journal of Personality and Social Psychology, 109(5), 753–766. https://doi.org/10.1037/pspa0000032",more-less asymmetry in agreement with comparative statements-male female,Social Psychology,social,320.0,0.6782329983125268,433.0,0.4819187497721559,0.1963142485403708,mid,mid,False,SIMULABLE,SIMULABLE,SIMULABLE,True,confirmed,False,calibrated compressed prompt (finish pass),obscure,This niche comparative-framing effect lacks broad citation or public awareness; both original and replication remain confined to specialist literature.,obscure,This is a niche framing/fluency effect lacking the notoriety of canonical replication-crisis cases; most researchers would have no default association at all.,obscure,False,False,A_dual_confirmed,stratified quota (gap x narrative x discipline)
1085,10.3389/fpsyg.2014.01276,"Huang, J. L. (2014). Does cleanliness influence moral judgments? Response effort moderates the effect of cleanliness priming on moral judgments. Frontiers in Psychology, 5. https://doi.org/10.3389/fpsyg.2014.01276",Cleanliness condition in the low response effort group significantly influenced the moral judgements averaged across all vignettes,Social Psychology,social,218.0,-0.1434993104669943,387.0,0.0617568943169517,0.0817424161500425,mid,mid,False,SIMULABLE,SIMULABLE,SIMULABLE,True,confirmed,False,calibrated compressed prompt (finish pass),failure_dominates,"This fits the broader ""cleanliness primes moral judgment"" (Macbeth effect) literature, which is now widely cited as a replication-crisis cautionary tale.",failure_dominates,"Cleanliness/moral-judgment priming is a flagship replication-crisis example, widely known as failing to replicate in social priming research.",failure_dominates,False,False,A_dual_confirmed,stratified quota (gap x narrative x discipline)
142,10.1016/j.obhdp.2018.10.004,"Fath, S., & Kay, A. C. (2018). “If hierarchical, then corrupt”: Exploring people’s tendency to associate hierarchy with corruption in organizations. Organizational Behavior and Human Decision Processes, 149, 145–164. https://doi.org/10.1016/j.obhdp.2018.10.004","""We find that people expect more corruption to manifest among the employees of relatively more hierarchical organizations""",Organizational Psychology,org,405.0,0.2049390153191919,321.0,0.282842712474619,-0.077903697155427,low,low,False,SIMULABLE,SIMULABLE,SIMULABLE,True,confirmed,False,calibrated compressed prompt (finish pass),obscure,"A niche organizational-psychology finding with a replication that actually strengthened it, drawing little attention either way.",obscure,Niche organizational psychology finding on hierarchy-corruption perceptions; too specialized to have formed a widely shared default association either way.,obscure,False,False,A_dual_confirmed,stratified quota (gap x narrative x discipline)
671,10.1037/a0027598,"Slepian, M. L., Masicampo, E. J., Toosi, N. R., & Ambady, N. (2012). The physical burdens of secrecy. Journal of Experimental Psychology: General, 141(4), 619–624. https://doi.org/10.1037/a0027598","the larger the secret, the steeper a hill seemed (replication sample 1)",Social Psychology,social,40.0,0.52,240.0,0.06,0.46,high,high,True,SIMULABLE,,NOT_SIMULABLE,True,confirmed,False,"calibrated prompt, A0 anchor-calibration test batch",failure_dominates,"This ""secrets are burdens"" hill-slant study is now widely cited in psychology as a textbook embodied-cognition replication failure.",failure_dominates,This embodied-cognition hill-slant effect is a textbook cited example of a famous social psychology finding that collapsed under replication.,failure_dominates,False,False,A0_calibrated_mandated,A0 mandated
100,10.1016/j.jarmac.2021.08.001,"Blank, H., Panday, A., Edwards, R., Skopicz-Radkiewicz, E., Gibson, V., & Reddy, V. (2022). Double misinformation: Effects on eyewitness remembering. Journal of Applied Research in Memory and Cognition, 11(1), 97–105. https://doi.org/10.1016/j.jarmac.2021.08.001",misinformatio aviability correlates with misinformation endorsement,Cognitive Psychology,cognitive,96.0,-0.69,229.0,-0.385,0.3049999999999999,high,high,False,SIMULABLE,,NOT_SIMULABLE,True,confirmed,True,calibrated compressed prompt (finish pass),obscure,This narrow discrepancy-detection metric within misinformation-effect research lacks broad recognition beyond specialist eyewitness-memory literature.,obscure,"This is a narrow, low-profile parameter within misinformation-effect research, too peripheral to have generated either a famous-finding or famous-failure reputation.",obscure,False,False,unresolved_uncalibrated_reject,stratified quota (gap x narrative x discipline)
533,10.1086/511799,"Correll, S. J., Benard, S., & Paik, I. (2007). Getting a Job: Is There a Motherhood Penalty? American Journal of Sociology, 112(5), 1297–1339. https://doi.org/10.1086/511799",Mothers were judged as significantly less competent,Psychology,psych_general,94.0,0.3909112646207652,198.0,0.0354409589117305,0.3554703057090347,high,high,False,NOT_SIMULABLE,SIMULABLE,SIMULABLE,False,review_admitted,True,calibrated compressed prompt (finish pass),original_dominates,The motherhood penalty/competence bias finding remains widely cited in discrimination and wage-gap literature; this specific weak replication is barely known.,original_dominates,The motherhood penalty/competence bias finding is widely cited in discrimination discourse; its replication failure remains largely unknown outside specialists.,original_dominates,False,False,A_dual_confirmed,narrative/discipline quota fill (simulability review-admitted)
1687,10.1037/h0055756,"Asch, S. E. (1946). Forming impressions of personality. The Journal of Abnormal and Social Psychology, 41(3), 258–290. https://doi.org/10.1037/h0055756","including ""warm"" vs ""cold"" in a list of character qualities leads to assumptions of different secondary character qualitties",Social Psychology,social,166.0,0.2526843663561895,183.0,-0.2207329263621315,0.031951439994058,low,low,True,SIMULABLE,SIMULABLE,SIMULABLE,True,confirmed,False,"calibrated prompt, A0 anchor-calibration test batch",original_dominates,Asch's warm-cold central traits study remains a classic textbook staple; the weak/negative replication is barely known outside specialists.,failure_dominates,"Asch's warm/cold trait study is a textbook classic now widely cited as an example of weak, non-replicating impression-formation research.",DISAGREE,True,True,A_dual_confirmed_A0,A0 mandated
1529,10.1177/0956797611402514,"Helzer, E. G., & Pizarro, D. A. (2011). Dirty Liberals! Psychological Science, 22(4), 517–522. https://doi.org/10.1177/0956797611402514",Individuals in a public setting who were given a reminder of physical cleansing reported being more politically conservative than did individuals who were not given such a reminder (R2).,Political Psychology,social,52.0,0.4065622681231995,160.0,-0.029986509105671,0.3765757590175285,high,high,False,NOT_SIMULABLE,SIMULABLE,SIMULABLE,False,review_admitted,True,calibrated compressed prompt (finish pass),failure_dominates,"This cleanliness-conservatism priming study is now a textbook replication-crisis example, widely cited as a cautionary failed social-priming finding.",obscure,"A niche cleansing-priming political conservatism study; too peripheral for either ""classic finding"" or ""failed replication"" narrative to dominate.",DISAGREE,True,True,A_dual_confirmed,narrative/discipline quota fill (simulability review-admitted)
1692,10.1007/s11002-014-9295-0,"Dogerlioglu-Demir, K., & Koçaş, C. (2014). Seemingly incidental anchoring: the effect of incidental environmental anchors on consumers’ willingness to pay. Marketing Letters, 26(4), 607–618. https://doi.org/10.1007/s11002-014-9295-0",numerical anchoring in business name increases price estimations,Cognitive Psychology,cognitive,58.0,0.2606658522907645,144.0,0.0549170007571354,0.2057488515336291,mid,mid,False,SIMULABLE,,NOT_SIMULABLE,True,confirmed,True,calibrated compressed prompt (finish pass),obscure,This niche business-name-anchoring finding is barely cited; neither the original nor its replication has notable traction beyond specialists.,obscure,"This is a niche applied-anchoring study; anchoring generally is famous, but this specific business-name effect never entered common discourse.",obscure,False,False,unresolved_uncalibrated_reject,stratified quota (gap x narrative x discipline)
769,10.1073/pnas.1606574113,"Cooney, G., Gilbert, D. T., & Wilson, T. D. (2016). When fairness matters less than we expect. Proceedings of the National Academy of Sciences, 113(40), 11168–11171. https://doi.org/10.1073/pnas.1606574113","in a series of experiments, we show that those to whom resources are allocated often care less about fairness than those who allocate the resources expect them to. This “allocator’s illusion” results from the fact that fairness seems more important before an allocation is made (when al-locators are choosing a procedure) than afterward (when re-ceivers are reacting to the procedure that allocators chose).",Social Psychology,social,120.0,0.565685424949238,132.0,0.1211020870614431,0.4445833378877948,high,high,True,SIMULABLE,SIMULABLE,SIMULABLE,True,confirmed,False,"calibrated prompt, A0 anchor-calibration test batch",obscure,"This niche ""allocator's illusion"" fairness-forecasting effect has little citation traction, with neither the original nor its replication broadly discussed.",obscure,"A niche ""allocator's illusion"" fairness-forecasting effect too specific and low-profile for either narrative to be widely known.",obscure,False,False,A_dual_confirmed_A0,A0 mandated
967,10.1111/j.1467-9280.2008.02084.x,"Williams, L. E., & Bargh, J. A. (2008). Keeping One’s Distance. Psychological Science, 19(3), 302–308. https://doi.org/10.1111/j.1467-9280.2008.02084.x","When people are primed with a sense of spatial distance, rather than closeness, they report weaker bonds to their siblings, parents, and hometown",Social Psychology,social,84.0,0.3316624790355399,125.0,0.0,0.3316624790355399,high,high,False,NOT_SIMULABLE,SIMULABLE,SIMULABLE,False,review_admitted,True,calibrated compressed prompt (finish pass),obscure,A niche priming study with no evident cultural or scientific footprint; neither the original claim nor its failure is widely known.,obscure,This niche spatial-priming/family-bonds effect never entered common discourse enough to be remembered as either a classic finding or a famous failure.,obscure,False,False,A_dual_confirmed,narrative/discipline quota fill (simulability review-admitted)
415,10.1177/0956797615573516,"Scopelliti, I., Loewenstein, G., & Vosgerau, J. (2015). You Call It “Self-Exuberance”; I Call It “Bragging.” Psychological Science, 26(6), 903–914. https://doi.org/10.1177/0956797615573516",Condition does not independently affect emotional ratings,Social Psychology,social,154.0,0.2252948577076705,124.0,-0.0290052304815362,0.1962896272261342,mid,mid,False,SIMULABLE,SIMULABLE,SIMULABLE,True,confirmed,False,calibrated compressed prompt (finish pass),obscure,"A null/small effect on a specific interaction study, this narrow finding has no wide recognition in either direction.",obscure,"This reads as a niche, non-headline finding from a broad social-behavior dataset, lacking the fame needed for either narrative to stick.",obscure,False,False,A_dual_confirmed,stratified quota (gap x narrative x discipline)
1352,10.1037/0096-3445.135.4.641,"Wakslak, C. J., Trope, Y., Liberman, N., & Alony, R. (2006). Seeing the forest when entry is unlikely: Probability and the mental representation of events. Journal of Experimental Psychology: General, 135(4), 641–653. https://doi.org/10.1037/0096-3445.135.4.641",Low likehood have effect on abstract construal (Trial 2),Social Psychology,social,34.0,0.5196152422706632,120.0,0.0316227766016837,0.4879924656689794,high,high,True,SIMULABLE,,NOT_SIMULABLE,True,confirmed,False,"calibrated prompt, A0 anchor-calibration test batch",obscure,This narrow sub-effect within construal-level theory shows no evidence of wide recognition or debate outside specialist replication literature.,obscure,"This is a narrow, low-profile CLT sub-finding with tiny original N; too peripheral to have generated any widespread default association.",obscure,False,False,A0_calibrated_mandated,A0 mandated
1541,10.1016/j.jesp.2008.03.012,"Eyal, T., Liberman, N., & Trope, Y. (2008). Judging near and distant virtue and vice. Journal of Experimental Social Psychology, 44(4), 1204–1209. https://doi.org/10.1016/j.jesp.2008.03.012",people judge immoral acts as more offensive and moral acts as more virtuous when the acts are psychologically distant than near (replication of original study 2 (only Serbian sample; not pooled sample)),Social Psychology,social,58.0,0.38,116.0,0.0316227766016837,0.3483772233983162,high,high,False,SIMULABLE,SIMULABLE,SIMULABLE,True,confirmed,False,calibrated compressed prompt (finish pass),obscure,This narrow construal-level moral-judgment effect and its failed replication attract little attention outside specialist replication literature.,obscure,"This is a niche sub-finding from construal-level theory research, too specific and low-profile for either narrative to dominate general awareness.",obscure,False,False,A_dual_confirmed,stratified quota (gap x narrative x discipline)
1968,10.1037/a0034352,"Reinhard, M.-A., Greifeneder, R., & Scharmach, M. (2013). Unconscious processes improve lie detection. Journal of Personality and Social Psychology, 105(5), 721–739. https://doi.org/10.1037/a0034352","People are typically poor at telling apart truthful and deceptive statements. Based on the Unconscious Thought Theory, it has been suggested that poor lie detection arises from the intrinsic limitations of conscious thinking and can be improved by facilitating the contribution of unconscious thought (UT).",Judgment and Decision Making,jdm,66.0,0.3464101615137754,110.0,0.0447213595499957,0.3016888019637797,high,high,False,SIMULABLE,,NOT_SIMULABLE,True,confirmed,True,calibrated compressed prompt (finish pass),obscure,A niche unconscious-thought/lie-detection claim with tiny samples; neither the original nor its null replication is widely known.,obscure,"Niche unconscious-thought/lie-detection finding lacks broad recognition; too peripheral for either ""famous finding"" or ""famous failure"" narrative to dominate.",obscure,False,False,unresolved_uncalibrated_reject,stratified quota (gap x narrative x discipline)
1670,10.2501/jar-40-1-2-29-34,"Stevenson, J. S., Bruner, G. C., & Kumar, A. (2000). Webpage Background and Viewer Attitudes. Journal of Advertising Research, 40(1–2), 1–6. https://doi.org/10.2501/jar-40-1-2-29-34",attitude toward the website has a positive effect on brand attitude,Marketing,marketing,30.0,0.42,95.0,0.54,-0.12,low,low,False,SIMULABLE,SIMULABLE,SIMULABLE,True,confirmed,False,calibrated compressed prompt (finish pass),obscure,A narrow marketing effect with a replication that actually strengthened it draws little attention outside specialist advertising research.,obscure,This is a niche marketing sub-finding with no wide cultural footprint; neither the effect nor any replication controversy is broadly known.,obscure,False,False,A_dual_confirmed,stratified quota (gap x narrative x discipline)
518,10.1177/0956797618805750,"Cao, J., Kleiman-Weiner, M., & Banaji, M. R. (2018). People Make the Same Bayesian Judgment They Criticize in Others. Psychological Science, 30(1), 20–31. https://doi.org/10.1177/0956797618805750","Participants judged the man as more likely to be the pilot than the woman,",Social Psychology,social,348.0,0.4358898943540673,36.0,0.5099019513592785,-0.0740120570052111,low,low,False,SIMULABLE,,NOT_SIMULABLE,True,confirmed,True,calibrated compressed prompt (finish pass),obscure,"This narrow, unnamed vignette effect shows no signs of broader recognition, citation, or public debate in either direction.",obscure,"This looks like an unnamed study item from a replication database, not a widely known effect with an established cultural narrative.",obscure,False,False,unresolved_uncalibrated_reject,stratified quota (gap x narrative x discipline)
582,10.1177/0956797614536739,"Kiyonaga, A., & Egner, T. (2014). The Working Memory Stroop Effect: When Internal Representations Clash With External Stimuli. Psychological Science, 25(8), 1619–1629. https://doi.org/10.1177/0956797614536739",working memory Stroop effect,Cognitive Psychology,cognitive,35.0,0.8306623862918074,32.0,0.38219092202581,0.4484714642659974,high,high,False,SIMULABLE,,NOT_SIMULABLE,True,confirmed,True,calibrated compressed prompt (finish pass),obscure,This niche individual-differences correlation lacks broad recognition; neither the original finding nor its replication has notable currency beyond specialists.,obscure,"This specific effect/name isn't a well-known landmark finding; too niche for either ""classic result"" or ""failed replication"" lore to dominate.",obscure,False,False,unresolved_uncalibrated_reject,stratified quota (gap x narrative x discipline)
581,10.1037/0022-3514.77.4.785,"Kim, H., & Markus, H. R. (1999). Deviance or uniqueness, harmony or conformity? A cultural analysis. Journal of Personality and Social Psychology, 77(4), 785–800. https://doi.org/10.1037/0022-3514.77.4.785","Deviance or uniqueness, harmony or conformity?",Social Psychology,social,76.0,0.2132595826717,31.0,0.014048649981898,0.1992109326898019,mid,mid,False,SIMULABLE,,NOT_SIMULABLE,True,confirmed,True,calibrated compressed prompt (finish pass),obscure,This narrow cultural-values effect and its weak replication both lack broad recognition outside specialist literature.,obscure,"Small, oddly-worded, non-famous cross-cultural values effect; unlikely to be widely recognized enough to have any fixed narrative.",obscure,False,False,unresolved_uncalibrated_reject,stratified quota (gap x narrative x discipline)
738,10.1037/a0019689,"Elliot, A. J., Niesta Kayser, D., Greitemeyer, T., Lichtenfeld, S., Gramzow, R. H., Maier, M. A., & Liu, H. (2010). Red, rank, and romance in women viewing men. Journal of Experimental Psychology: General, 139(3), 399–417. https://doi.org/10.1037/a0019689",effect of red on sexual attraction,Social Psychology,social,33.0,0.3911406403448517,28.0,-0.114247022914439,0.2768936174304126,high,high,False,SIMULABLE,,NOT_SIMULABLE,True,confirmed,True,calibrated compressed prompt (finish pass),contested,Red-romance effect is widely popularized (Elliot & Niesta) yet many failed replications keep the debate active in journals.,failure_dominates,"The ""red-romance"" effect is a textbook replication-crisis example, widely cited as failing to replicate in social priming discussions.",DISAGREE,True,True,unresolved_uncalibrated_reject,stratified quota (gap x narrative x discipline)
539,10.1177/0956797620927967,"Aryani, A., Isbilen, E. S., & Christiansen, M. H. (2020). Affective Arousal Links Sound to Meaning. Psychological Science, 31(8), 978–986. https://doi.org/10.1177/0956797620927967",Affective arousal links sound to meaning (word condition),Social Psychology,social,28.0,0.4179056082321443,25.0,0.7214033188451836,-0.3034977106130392,low,low,False,NOT_SIMULABLE,SIMULABLE,SIMULABLE,False,review_admitted,True,calibrated compressed prompt (finish pass),obscure,This niche arousal-mediation variant of bouba-kiki lacks broad recognition; neither the original nor its (stronger) replication has entered general,obscure,A niche sub-mechanism study of bouba-kiki with small samples; too specialized to have formed any widespread default association.,obscure,False,False,A_dual_confirmed,narrative/discipline quota fill (simulability review-admitted)
463,10.1073/pnas.1202129109,"Tamir, D. I., & Mitchell, J. P. (2012). Disclosing information about the self is intrinsically rewarding. Proceedings of the National Academy of Sciences, 109(21), 8038–8043. https://doi.org/10.1073/pnas.1202129109",Disclosing information about the self is intrinsically rewarding,Social Psychology,social,37.0,0.4852716953798207,19.0,0.0045882663801245,0.4806834289996961,high,high,True,SIMULABLE,,NOT_SIMULABLE,True,confirmed,False,"calibrated prompt, A0 anchor-calibration test batch",original_dominates,Tamir & Mitchell's fMRI self-disclosure-reward study remains widely cited/taught; its weak replication is known mainly to specialists.,original_dominates,"Tamir & Mitchell's ""self-disclosure is intrinsically rewarding"" fMRI finding is widely cited; its weak replication is little known outside specialists.",original_dominates,False,False,A0_calibrated_mandated,A0 mandated
